STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       2667;2022062500;    3;  16.7;  89.0;eor
       2667;2022062501;    3;  16.6;  89.0;eor
       2667;2022062502;    3;  16.9;  86.0;eor
       2667;2022062503;    3;  16.1;  88.0;eor
       2667;2022062504;    3;  16.5;  86.0;eor
       2667;2022062505;    3;  16.1;  88.0;eor
       2667;2022062506;    3;  18.2;  81.0;eor
       2667;2022062507;    3;  20.0;  70.0;eor
       2667;2022062508;    3;  21.6;  63.0;eor
       2667;2022062509;    3;  22.1;  58.0;eor
       2667;2022062510;    3;  22.1;  59.0;eor
       2667;2022062511;    3;  23.1;  56.0;eor
       2667;2022062512;    3;  22.8;  58.0;eor
       2667;2022062513;    3;  24.3;  49.0;eor
       2667;2022062514;    3;  24.6;  47.0;eor
       2667;2022062515;    3;  25.8;  44.0;eor
       2667;2022062516;    3;  24.6;  52.0;eor
       2667;2022062517;    3;  25.1;  51.0;eor
       2667;2022062518;    3;  24.2;  58.0;eor
       2667;2022062519;    3;  23.4;  59.0;eor
       2667;2022062520;    3;  21.6;  67.0;eor
       2667;2022062521;    3;  21.2;  68.0;eor
       2667;2022062522;    3;  20.7;  69.0;eor
       2667;2022062523;    3;  20.1;  71.0;eor
       2667;2022062600;    3;  17.5;  92.0;eor
       2667;2022062601;    3;  16.6;  96.0;eor
       2667;2022062602;    3;  16.1;  98.0;eor
       2667;2022062603;    3;  15.8;  99.0;eor
       2667;2022062604;    3;  15.1;  99.0;eor
       2667;2022062605;    3;  16.6;  90.0;eor
       2667;2022062606;    3;  17.3;  85.0;eor
       2667;2022062607;    3;  17.3;  78.0;eor
       2667;2022062608;    3;  17.8;  74.0;eor
       2667;2022062609;    3;  18.4;  76.0;eor
       2667;2022062610;    3;  19.6;  63.0;eor
       2667;2022062611;    3;  20.5;  60.0;eor
       2667;2022062612;    3;  20.3;  64.0;eor
       2667;2022062613;    3;  19.6;  73.0;eor
       2667;2022062614;    3;  19.7;  75.0;eor
       2667;2022062615;    3;  19.0;  76.0;eor
       2667;2022062616;    3;  18.5;  82.0;eor
       2667;2022062617;    3;  18.0;  86.0;eor
       2667;2022062618;    3;  17.4;  82.0;eor
       2667;2022062619;    3;  16.9;  85.0;eor
       2667;2022062620;    3;  16.9;  85.0;eor
       2667;2022062621;    3;  16.0;  89.0;eor
       2667;2022062622;    3;  16.1;  90.0;eor
       2667;2022062623;    3;  15.1;  94.0;eor
       2667;2022062700;    3;  15.5;  94.0;eor
       2667;2022062701;    3;  15.4;  96.0;eor
       2667;2022062702;    3;  15.5;  96.0;eor
       2667;2022062703;    3;  15.6;  96.0;eor
       2667;2022062704;    3;  15.5;  98.0;eor
       2667;2022062705;    3;  15.7;  97.0;eor
       2667;2022062706;    3;  16.3;  94.0;eor
       2667;2022062707;    3;  17.1;  91.0;eor
       2667;2022062708;    3;  17.6;  89.0;eor
       2667;2022062709;    3;  17.7;  86.0;eor
       2667;2022062710;    3;  18.8;  81.0;eor
       2667;2022062711;    3;  18.9;  79.0;eor
       2667;2022062712;    3;  19.4;  75.0;eor
       2667;2022062713;    3;  20.0;  71.0;eor
       2667;2022062714;    3;  20.3;  67.0;eor
       2667;2022062715;    3;  21.2;  63.0;eor
       2667;2022062716;    3;  15.7;  92.0;eor
       2667;2022062717;    3;  15.6;  90.0;eor
       2667;2022062718;    3;  16.6;  84.0;eor
       2667;2022062719;    3;  17.4;  77.0;eor
       2667;2022062720;    3;  15.7;  87.0;eor
       2667;2022062721;    3;  13.5;  96.0;eor
       2667;2022062722;    3;  12.8;  98.0;eor
       2667;2022062723;    3;  11.1;  96.0;eor
       2667;2022062800;    3;  11.1;  98.0;eor
       2667;2022062801;    3;  10.6;  99.0;eor
       2667;2022062802;    3;  11.3;  98.0;eor
       2667;2022062803;    3;  10.4;  99.0;eor
       2667;2022062804;    3;  10.3;  99.0;eor
       2667;2022062805;    3;  11.3;  98.0;eor
       2667;2022062806;    3;  13.6;  91.0;eor
       2667;2022062807;    3;  15.3;  87.0;eor
       2667;2022062808;    3;  17.4;  70.0;eor
       2667;2022062809;    3;  19.3;  63.0;eor
       2667;2022062810;    3;  20.3;  52.0;eor
       2667;2022062811;    3;  21.5;  46.0;eor
       2667;2022062812;    3;  22.2;  42.0;eor
       2667;2022062813;    3;  23.2;  40.0;eor
       2667;2022062814;    3;  24.0;  40.0;eor
       2667;2022062815;    3;  24.2;  39.0;eor
       2667;2022062816;    3;  24.1;  37.0;eor
       2667;2022062817;    3;  24.4;  37.0;eor
       2667;2022062818;    3;  24.3;  38.0;eor
       2667;2022062819;    3;  23.2;  46.0;eor
       2667;2022062820;    3;  19.0;  70.0;eor
       2667;2022062821;    3;  17.3;  76.0;eor
       2667;2022062822;    3;  18.8;  64.0;eor
       2667;2022062823;    3;  18.1;  65.0;eor
       2667;2022062900;    3;  16.4;  74.0;eor
       2667;2022062901;    3;  13.5;  90.0;eor
       2667;2022062902;    3;  13.9;  87.0;eor
       2667;2022062903;    3;  13.0;  91.0;eor
       2667;2022062904;    3;  13.5;  89.0;eor
       2667;2022062905;    3;  15.7;  74.0;eor
       2667;2022062906;    3;  16.3;  75.0;eor
       2667;2022062907;    3;  17.0;  73.0;eor
       2667;2022062908;    3;  17.9;  70.0;eor
       2667;2022062909;    3;  18.7;  72.0;eor
       2667;2022062910;    3;  20.2;  67.0;eor
       2667;2022062911;    3;  22.0;  55.0;eor
       2667;2022062912;    3;  23.3;  48.0;eor
       2667;2022062913;    3;  24.3;  51.0;eor
       2667;2022062914;    3;  25.3;  45.0;eor
       2667;2022062915;    3;  26.6;  45.0;eor
       2667;2022062916;    3;  27.0;  39.0;eor
       2667;2022062917;    3;  27.3;  36.0;eor
       2667;2022062918;    3;  26.6;  39.0;eor
       2667;2022062919;    3;  23.9;  61.0;eor
       2667;2022062920;    3;  20.5;  74.0;eor
       2667;2022062921;    3;  18.5;  82.0;eor
       2667;2022062922;    3;  17.2;  91.0;eor
       2667;2022062923;    3;  16.7;  91.0;eor
       2667;2022063000;    3;  15.6;  94.0;eor
       2667;2022063001;    3;  15.6;  96.0;eor
       2667;2022063002;    3;  15.7;  92.0;eor
       2667;2022063003;    3;  15.6;  96.0;eor
       2667;2022063004;    3;  16.1;  94.0;eor
       2667;2022063005;    3;  16.1;  92.0;eor
       2667;2022063006;    3;  20.0;  83.0;eor
       2667;2022063007;    3;  22.6;  72.0;eor
       2667;2022063008;    3;  25.2;  62.0;eor
       2667;2022063009;    3;  26.5;  58.0;eor
       2667;2022063010;    3;  27.6;  44.0;eor
       2667;2022063011;    3;  28.7;  39.0;eor
       2667;2022063012;    3;  29.2;  33.0;eor
       2667;2022063013;    3;  29.8;  35.0;eor
       2667;2022063014;    3;  30.2;  35.0;eor
       2667;2022063015;    3;  29.5;  35.0;eor
       2667;2022063016;    3;  29.9;  36.0;eor
       2667;2022063017;    3;  22.3;  69.0;eor
       2667;2022063018;    3;  16.2;  91.0;eor
       2667;2022063019;    3;  15.3;  86.0;eor
       2667;2022063020;    3;  14.8;  89.0;eor
       2667;2022063021;    3;  14.3;  94.0;eor
       2667;2022063022;    3;  14.3;  91.0;eor
       2667;2022063023;    3;  13.9;  93.0;eor
       2667;2022070100;    3;  14.0;  91.0;eor
       2667;2022070101;    3;  13.8;  90.0;eor
       2667;2022070102;    3;  13.9;  91.0;eor
       2667;2022070103;    3;  13.9;  85.0;eor
       2667;2022070104;    3;  13.9;  85.0;eor
       2667;2022070105;    3;  13.8;  86.0;eor
       2667;2022070106;    3;  14.2;  81.0;eor
       2667;2022070107;    3;  15.3;  77.0;eor
       2667;2022070108;    3;  15.4;  76.0;eor
       2667;2022070109;    3;  16.2;  73.0;eor
       2667;2022070110;    3;  17.1;  67.0;eor
       2667;2022070111;    3;  18.5;  57.0;eor
       2667;2022070112;    3;  19.1;  56.0;eor
       2667;2022070113;    3;  20.3;  51.0;eor
       2667;2022070114;    3;  20.9;  46.0;eor
       2667;2022070115;    3;  19.7;  48.0;eor
       2667;2022070116;    3;  20.6;  44.0;eor
       2667;2022070117;    3;  21.4;  42.0;eor
       2667;2022070118;    3;  20.7;  43.0;eor
       2667;2022070119;    3;  20.5;  46.0;eor
       2667;2022070120;    3;  18.1;  55.0;eor
       2667;2022070121;    3;  15.4;  71.0;eor
       2667;2022070122;    3;  13.8;  77.0;eor
       2667;2022070123;    3;  12.0;  88.0;eor
       2667;2022070200;    3;  10.9;  92.0;eor
       2667;2022070201;    3;  11.1;  89.0;eor
       2667;2022070202;    3;  10.2;  96.0;eor
       2667;2022070203;    3;   9.3;  97.0;eor
       2667;2022070204;    3;  11.0;  92.0;eor
       2667;2022070205;    3;  10.7;  92.0;eor
       2667;2022070206;    3;  14.6;  76.0;eor
       2667;2022070207;    3;  17.2;  67.0;eor
       2667;2022070208;    3;  19.7;  56.0;eor
       2667;2022070209;    3;  21.0;  49.0;eor
       2667;2022070210;    3;  22.2;  40.0;eor
       2667;2022070211;    3;  23.5;  42.0;eor
       2667;2022070212;    3;  23.3;  40.0;eor
       2667;2022070213;    3;  24.8;  38.0;eor
       2667;2022070214;    3;  25.9;  34.0;eor
       2667;2022070215;    3;  25.9;  35.0;eor
       2667;2022070216;    3;  26.5;  35.0;eor
       2667;2022070217;    3;  26.5;  34.0;eor
       2667;2022070218;    3;  26.0;  35.0;eor
       2667;2022070219;    3;  24.1;  42.0;eor
       2667;2022070220;    3;  22.8;  45.0;eor
       2667;2022070221;    3;  20.0;  57.0;eor
       2667;2022070222;    3;  16.1;  72.0;eor
       2667;2022070223;    3;  15.3;  79.0;eor
       2667;2022070300;    3;  15.5;  76.0;eor
       2667;2022070301;    3;  14.5;  81.0;eor
       2667;2022070302;    3;  12.9;  90.0;eor
       2667;2022070303;    3;  12.1;  89.0;eor
       2667;2022070304;    3;  12.0;  93.0;eor
       2667;2022070305;    3;  13.5;  88.0;eor
       2667;2022070306;    3;  17.5;  74.0;eor
       2667;2022070307;    3;  19.6;  63.0;eor
       2667;2022070308;    3;  21.5;  54.0;eor
       2667;2022070309;    3;  22.9;  50.0;eor
       2667;2022070310;    3;  23.7;  49.0;eor
       2667;2022070311;    3;  24.8;  46.0;eor
       2667;2022070312;    3;  25.9;  42.0;eor
       2667;2022070313;    3;  26.7;  42.0;eor
       2667;2022070314;    3;  25.2;  45.0;eor
       2667;2022070315;    3;  25.8;  44.0;eor
       2667;2022070316;    3;  23.9;  47.0;eor
       2667;2022070317;    3;  23.2;  48.0;eor
       2667;2022070318;    3;  23.0;  49.0;eor
       2667;2022070319;    3;  21.6;  47.0;eor
       2667;2022070320;    3;  19.6;  54.0;eor
       2667;2022070321;    3;  18.7;  60.0;eor
       2667;2022070322;    3;  16.5;  69.0;eor
       2667;2022070323;    3;  15.7;  72.0;eor
       2667;2022070400;    3;  13.7;  81.0;eor
       2667;2022070401;    3;  12.3;  87.0;eor
       2667;2022070402;    3;  11.8;  88.0;eor
       2667;2022070403;    3;  10.5;  92.0;eor
       2667;2022070404;    3;  10.6;  93.0;eor
       2667;2022070405;    3;  13.5;  83.0;eor
       2667;2022070406;    3;  15.0;  75.0;eor
       2667;2022070407;    3;  18.3;  61.0;eor
       2667;2022070408;    3;  18.5;  54.0;eor
       2667;2022070409;    3;  19.8;  49.0;eor
       2667;2022070410;    3;  20.5;  41.0;eor
       2667;2022070411;    3;  22.2;  41.0;eor
       2667;2022070412;    3;  23.1;  37.0;eor
       2667;2022070413;    3;  23.5;  37.0;eor
       2667;2022070414;    3;  23.8;  36.0;eor
       2667;2022070415;    3;  24.4;  38.0;eor
       2667;2022070416;    3;  24.2;  35.0;eor
       2667;2022070417;    3;  23.8;  37.0;eor
       2667;2022070418;    3;  23.3;  41.0;eor
       2667;2022070419;    3;  21.7;  44.0;eor
       2667;2022070420;    3;  18.3;  62.0;eor
       2667;2022070421;    3;  16.3;  65.0;eor
       2667;2022070422;    3;  15.0;  74.0;eor
       2667;2022070423;    3;  14.5;  76.0;eor
       2667;2022070500;    3;  12.9;  85.0;eor
       2667;2022070501;    3;  12.7;  85.0;eor
       2667;2022070502;    3;  12.0;  90.0;eor
       2667;2022070503;    3;  11.6;  93.0;eor
       2667;2022070504;    3;  11.6;  93.0;eor
       2667;2022070505;    3;  12.5;  90.0;eor
       2667;2022070506;    3;  16.0;  74.0;eor
       2667;2022070507;    3;  18.2;  63.0;eor
       2667;2022070508;    3;  20.7;  54.0;eor
       2667;2022070509;    3;  21.0;  48.0;eor
       2667;2022070510;    3;  22.3;  45.0;eor
       2667;2022070511;    3;  22.9;  40.0;eor
       2667;2022070512;    3;  23.0;  41.0;eor
       2667;2022070513;    3;  24.4;  37.0;eor
       2667;2022070514;    3;  24.3;  37.0;eor
       2667;2022070515;    3;  23.5;  39.0;eor
       2667;2022070516;    3;  24.0;  37.0;eor
       2667;2022070517;    3;  22.5;  44.0;eor
       2667;2022070518;    3;  21.3;  51.0;eor
       2667;2022070519;    3;  20.0;  54.0;eor
       2667;2022070520;    3;  18.1;  59.0;eor
       2667;2022070521;    3;  16.7;  62.0;eor
       2667;2022070522;    3;  17.4;  57.0;eor
       2667;2022070523;    3;  16.1;  64.0;eor
       2667;2022070600;    3;  14.8;  67.0;eor
       2667;2022070601;    3;  13.2;  71.0;eor
       2667;2022070602;    3;  11.6;  78.0;eor
       2667;2022070603;    3;  11.1;  81.0;eor
       2667;2022070604;    3;  10.1;  87.0;eor
       2667;2022070605;    3;  12.2;  79.0;eor
       2667;2022070606;    3;  13.4;  74.0;eor
       2667;2022070607;    3;  14.9;  68.0;eor
       2667;2022070608;    3;  15.9;  63.0;eor
       2667;2022070609;    3;  16.3;  55.0;eor
       2667;2022070610;    3;  16.6;  56.0;eor
       2667;2022070611;    3;  18.0;  55.0;eor
       2667;2022070612;    3;  18.7;  49.0;eor
       2667;2022070613;    3;  18.8;  43.0;eor
       2667;2022070614;    3;  20.0;  46.0;eor
       2667;2022070615;    3;  19.6;  44.0;eor
       2667;2022070616;    3;  20.9;  43.0;eor
       2667;2022070617;    3;  20.8;  42.0;eor
       2667;2022070618;    3;  20.2;  42.0;eor
       2667;2022070619;    3;  19.0;  49.0;eor
       2667;2022070620;    3;  18.4;  55.0;eor
       2667;2022070621;    3;  17.3;  61.0;eor
       2667;2022070622;    3;  17.4;  63.0;eor
       2667;2022070623;    3;  17.5;  64.0;eor
       2667;2022070700;    3;  17.4;  65.0;eor
       2667;2022070701;    3;  17.7;  65.0;eor
       2667;2022070702;    3;  17.6;  68.0;eor
       2667;2022070703;    3;  16.8;  77.0;eor
       2667;2022070704;    3;  16.3;  80.0;eor
       2667;2022070705;    3;  17.3;  78.0;eor
       2667;2022070706;    3;  17.7;  76.0;eor
       2667;2022070707;    3;  15.4;  93.0;eor
       2667;2022070708;    3;  16.8;  91.0;eor
       2667;2022070709;    3;  18.0;  74.0;eor
       2667;2022070710;    3;  17.2;  84.0;eor
       2667;2022070711;    3;  17.4;  73.0;eor
       2667;2022070712;    3;  17.6;  68.0;eor
       2667;2022070713;    3;  16.6;  81.0;eor
       2667;2022070714;    3;  18.3;  73.0;eor
       2667;2022070715;    3;  18.1;  74.0;eor
       2667;2022070716;    3;  18.6;  69.0;eor
       2667;2022070717;    3;  20.4;  58.0;eor
       2667;2022070718;    3;  18.6;  55.0;eor
       2667;2022070719;    3;  16.6;  59.0;eor
       2667;2022070720;    3;  16.1;  61.0;eor
       2667;2022070721;    3;  15.9;  63.0;eor
       2667;2022070722;    3;  15.3;  66.0;eor
       2667;2022070723;    3;  15.4;  65.0;eor
       2667;2022070800;    3;  15.2;  67.0;eor
       2667;2022070801;    3;  13.8;  70.0;eor
       2667;2022070802;    3;  12.9;  73.0;eor
       2667;2022070803;    3;  12.6;  78.0;eor
       2667;2022070804;    3;  12.8;  79.0;eor
       2667;2022070805;    3;  13.6;  75.0;eor
       2667;2022070806;    3;  14.3;  72.0;eor
       2667;2022070807;    3;  15.5;  64.0;eor
       2667;2022070808;    3;  16.0;  67.0;eor
       2667;2022070809;    3;  17.7;  57.0;eor
       2667;2022070810;    3;  19.0;  53.0;eor
       2667;2022070811;    3;  19.1;  51.0;eor
       2667;2022070812;    3;  20.7;  48.0;eor
       2667;2022070813;    3;  22.7;  49.0;eor
       2667;2022070814;    3;  22.1;  49.0;eor
       2667;2022070815;    3;  23.1;  50.0;eor
       2667;2022070816;    3;  22.3;  53.0;eor
       2667;2022070817;    3;  22.1;  54.0;eor
       2667;2022070818;    3;  22.0;  56.0;eor
       2667;2022070819;    3;  21.3;  57.0;eor
       2667;2022070820;    3;  18.4;  76.0;eor
       2667;2022070821;    3;  16.9;  79.0;eor
       2667;2022070822;    3;  16.0;  82.0;eor
       2667;2022070823;    3;  14.5;  89.0;eor
       2667;2022070900;    3;  14.5;  90.0;eor
       2667;2022070901;    3;  13.6;  94.0;eor
       2667;2022070902;    3;  12.9;  96.0;eor
       2667;2022070903;    3;  12.4;  95.0;eor
       2667;2022070904;    3;  13.3;  96.0;eor
       2667;2022070905;    3;  14.3;  96.0;eor
       2667;2022070906;    3;  16.1;  85.0;eor
       2667;2022070907;    3;  18.5;  74.0;eor
       2667;2022070908;    3;  20.4;  64.0;eor
       2667;2022070909;    3;  21.4;  60.0;eor
       2667;2022070910;    3;  22.7;  56.0;eor
       2667;2022070911;    3;  22.8;  51.0;eor
       2667;2022070912;    3;  23.9;  50.0;eor
       2667;2022070913;    3;  23.7;  49.0;eor
       2667;2022070914;    3;  19.5;  77.0;eor
       2667;2022070915;    3;  21.2;  74.0;eor
       2667;2022070916;    3;  22.0;  65.0;eor
       2667;2022070917;    3;  22.7;  52.0;eor
       2667;2022070918;    3;  21.2;  51.0;eor
       2667;2022070919;    3;  20.0;  52.0;eor
       2667;2022070920;    3;  18.7;  60.0;eor
       2667;2022070921;    3;  17.1;  62.0;eor
       2667;2022070922;    3;  15.1;  70.0;eor
       2667;2022070923;    3;  14.4;  70.0;eor
       2667;2022071000;    3;  13.0;  75.0;eor
       2667;2022071001;    3;  11.5;  82.0;eor
       2667;2022071002;    3;  10.5;  86.0;eor
       2667;2022071003;    3;  11.1;  86.0;eor
       2667;2022071004;    3;  11.8;  83.0;eor
       2667;2022071005;    3;  12.0;  83.0;eor
       2667;2022071006;    3;  14.0;  76.0;eor
       2667;2022071007;    3;  16.0;  65.0;eor
       2667;2022071008;    3;  16.0;  64.0;eor
       2667;2022071009;    3;  16.2;  64.0;eor
       2667;2022071010;    3;  16.4;  66.0;eor
       2667;2022071011;    3;  15.9;  69.0;eor
       2667;2022071012;    3;  15.9;  72.0;eor
       2667;2022071013;    3;  15.2;  81.0;eor
       2667;2022071014;    3;  15.7;  83.0;eor
       2667;2022071015;    3;  17.4;  77.0;eor
       2667;2022071016;    3;  16.9;  80.0;eor
       2667;2022071017;    3;  17.8;  73.0;eor
       2667;2022071018;    3;  17.6;  77.0;eor
       2667;2022071019;    3;  17.4;  80.0;eor
       2667;2022071020;    3;  16.8;  82.0;eor
       2667;2022071021;    3;  16.1;  85.0;eor
       2667;2022071022;    3;  16.1;  84.0;eor
       2667;2022071023;    3;  16.5;  82.0;eor
       2667;2022071100;    3;  16.2;  85.0;eor
       2667;2022071101;    3;  16.0;  87.0;eor
       2667;2022071102;    3;  14.9;  91.0;eor
       2667;2022071103;    3;  14.7;  92.0;eor
       2667;2022071104;    3;  15.0;  90.0;eor
       2667;2022071105;    3;  15.7;  87.0;eor
       2667;2022071106;    3;  16.5;  83.0;eor
       2667;2022071107;    3;  17.2;  80.0;eor
       2667;2022071108;    3;  17.2;  79.0;eor
       2667;2022071109;    3;  18.4;  75.0;eor
       2667;2022071110;    3;  18.5;  71.0;eor
       2667;2022071111;    3;  19.2;  71.0;eor
       2667;2022071112;    3;  19.6;  69.0;eor
       2667;2022071113;    3;  19.2;  71.0;eor
       2667;2022071114;    3;  20.4;  67.0;eor
       2667;2022071115;    3;  20.5;  65.0;eor
       2667;2022071116;    3;  20.6;  66.0;eor
       2667;2022071117;    3;  20.8;  65.0;eor
       2667;2022071118;    3;  21.3;  62.0;eor
       2667;2022071119;    3;  19.7;  68.0;eor
       2667;2022071120;    3;  16.2;  84.0;eor
       2667;2022071121;    3;  14.2;  89.0;eor
       2667;2022071122;    3;  14.4;  93.0;eor
       2667;2022071123;    3;  13.2;  96.0;eor
       2667;2022071200;    3;  12.6;  94.0;eor
       2667;2022071201;    3;  12.4;  98.0;eor
       2667;2022071202;    3;  10.8;  98.0;eor
       2667;2022071203;    3;  10.9;  98.0;eor
       2667;2022071204;    3;  10.4;  98.0;eor
       2667;2022071205;    3;  11.5;  96.0;eor
       2667;2022071206;    3;  15.0;  88.0;eor
       2667;2022071207;    3;  17.9;  76.0;eor
       2667;2022071208;    3;  20.4;  68.0;eor
       2667;2022071209;    3;  22.2;  61.0;eor
       2667;2022071210;    3;  24.0;  51.0;eor
       2667;2022071211;    3;  24.5;  47.0;eor
       2667;2022071212;    3;  27.1;  41.0;eor
       2667;2022071213;    3;  27.6;  40.0;eor
       2667;2022071214;    3;  28.4;  35.0;eor
       2667;2022071215;    3;  29.3;  33.0;eor
       2667;2022071216;    3;  28.9;  31.0;eor
       2667;2022071217;    3;  28.5;  32.0;eor
       2667;2022071218;    3;  26.8;  41.0;eor
       2667;2022071219;    3;  24.2;  56.0;eor
       2667;2022071220;    3;  21.5;  61.0;eor
       2667;2022071221;    3;  19.9;  65.0;eor
       2667;2022071222;    3;  19.7;  69.0;eor
       2667;2022071223;    3;  18.9;  74.0;eor
       2667;2022071300;    3;  17.8;  78.0;eor
       2667;2022071301;    3;  18.2;  78.0;eor
       2667;2022071302;    3;  17.2;  84.0;eor
       2667;2022071303;    3;  17.8;  81.0;eor
       2667;2022071304;    3;  18.5;  75.0;eor
       2667;2022071305;    3;  19.6;  68.0;eor
       2667;2022071306;    3;  20.7;  62.0;eor
       2667;2022071307;    3;  21.9;  60.0;eor
       2667;2022071308;    3;  24.5;  54.0;eor
       2667;2022071309;    3;  23.9;  59.0;eor
       2667;2022071310;    3;  27.3;  44.0;eor
       2667;2022071311;    3;  29.0;  33.0;eor
       2667;2022071312;    3;  28.6;  34.0;eor
       2667;2022071313;    3;  31.0;  31.0;eor
       2667;2022071314;    3;  31.4;  31.0;eor
       2667;2022071315;    3;  30.2;  35.0;eor
       2667;2022071316;    3;  29.8;  40.0;eor
       2667;2022071317;    3;  28.3;  40.0;eor
       2667;2022071318;    3;  26.3;  46.0;eor
       2667;2022071319;    3;  24.4;  48.0;eor
       2667;2022071320;    3;  21.8;  60.0;eor
       2667;2022071321;    3;  20.8;  66.0;eor
       2667;2022071322;    3;  19.9;  66.0;eor
       2667;2022071323;    3;  19.1;  70.0;eor
       2667;2022071400;    3;  18.6;  74.0;eor
       2667;2022071401;    3;  18.4;  77.0;eor
       2667;2022071402;    3;  18.1;  79.0;eor
       2667;2022071403;    3;  17.5;  83.0;eor
       2667;2022071404;    3;  17.0;  85.0;eor
       2667;2022071405;    3;  17.2;  85.0;eor
       2667;2022071406;    3;  17.5;  83.0;eor
       2667;2022071407;    3;  17.9;  81.0;eor
       2667;2022071408;    3;  18.8;  78.0;eor
       2667;2022071409;    3;  19.8;  64.0;eor
       2667;2022071410;    3;  21.0;  56.0;eor
       2667;2022071411;    3;  23.1;  41.0;eor
       2667;2022071412;    3;  24.1;  35.0;eor
       2667;2022071413;    3;  25.8;  34.0;eor
       2667;2022071414;    3;  23.7;  38.0;eor
       2667;2022071415;    3;  25.1;  36.0;eor
       2667;2022071416;    3;  24.9;  37.0;eor
       2667;2022071417;    3;  24.0;  38.0;eor
       2667;2022071418;    3;  22.5;  42.0;eor
       2667;2022071419;    3;  20.2;  48.0;eor
       2667;2022071420;    3;  17.9;  58.0;eor
       2667;2022071421;    3;  16.9;  61.0;eor
       2667;2022071422;    3;  16.0;  66.0;eor
       2667;2022071423;    3;  14.2;  74.0;eor
       2667;2022071500;    3;  12.8;  81.0;eor
       2667;2022071501;    3;  12.8;  81.0;eor
       2667;2022071502;    3;  12.3;  85.0;eor
       2667;2022071503;    3;  12.4;  86.0;eor
       2667;2022071504;    3;  12.9;  85.0;eor
       2667;2022071505;    3;  13.8;  83.0;eor
       2667;2022071506;    3;  14.8;  78.0;eor
       2667;2022071507;    3;  15.9;  65.0;eor
       2667;2022071508;    3;  17.2;  56.0;eor
       2667;2022071509;    3;  17.4;  50.0;eor
       2667;2022071510;    3;  19.0;  44.0;eor
       2667;2022071511;    3;  18.7;  45.0;eor
       2667;2022071512;    3;  20.6;  42.0;eor
       2667;2022071513;    3;  20.7;  38.0;eor
       2667;2022071514;    3;  22.1;  36.0;eor
       2667;2022071515;    3;  21.5;  37.0;eor
       2667;2022071516;    3;  21.2;  39.0;eor
       2667;2022071517;    3;  22.7;  36.0;eor
       2667;2022071518;    3;  21.1;  42.0;eor
       2667;2022071519;    3;  19.3;  49.0;eor
       2667;2022071520;    3;  15.6;  64.0;eor
       2667;2022071521;    3;  14.2;  68.0;eor
       2667;2022071522;    3;  13.2;  72.0;eor
       2667;2022071523;    3;  12.2;  79.0;eor
       2667;2022071600;    3;  12.6;  78.0;eor
       2667;2022071601;    3;  12.4;  80.0;eor
       2667;2022071602;    3;  10.1;  86.0;eor
       2667;2022071603;    3;  10.8;  86.0;eor
       2667;2022071604;    3;  11.9;  82.0;eor
       2667;2022071605;    3;  12.6;  81.0;eor
       2667;2022071606;    3;  13.6;  76.0;eor
       2667;2022071607;    3;  15.3;  71.0;eor
       2667;2022071608;    3;  18.1;  60.0;eor
       2667;2022071609;    3;  20.4;  55.0;eor
       2667;2022071610;    3;  19.9;  58.0;eor
       2667;2022071611;    3;  22.4;  45.0;eor
       2667;2022071612;    3;  22.5;  40.0;eor
       2667;2022071613;    3;  23.2;  41.0;eor
       2667;2022071614;    3;  24.1;  36.0;eor
       2667;2022071615;    3;  23.2;  34.0;eor
       2667;2022071616;    3;  23.3;  33.0;eor
       2667;2022071617;    3;  23.1;  34.0;eor
       2667;2022071618;    3;  22.4;  35.0;eor
       2667;2022071619;    3;  20.1;  43.0;eor
       2667;2022071620;    3;  17.6;  53.0;eor
       2667;2022071621;    3;  16.3;  56.0;eor
       2667;2022071622;    3;  13.7;  68.0;eor
       2667;2022071623;    3;  12.3;  74.0;eor
       2667;2022071700;    3;  11.0;  81.0;eor
       2667;2022071701;    3;   9.5;  86.0;eor
       2667;2022071702;    3;   9.7;  86.0;eor
       2667;2022071703;    3;   8.0;  90.0;eor
       2667;2022071704;    3;   8.0;  92.0;eor
       2667;2022071705;    3;   8.4;  89.0;eor
       2667;2022071706;    3;  13.1;  74.0;eor
       2667;2022071707;    3;  15.8;  61.0;eor
       2667;2022071708;    3;  18.5;  51.0;eor
       2667;2022071709;    3;  20.9;  43.0;eor
       2667;2022071710;    3;  22.2;  36.0;eor
       2667;2022071711;    3;  23.7;  33.0;eor
       2667;2022071712;    3;  24.1;  30.0;eor
       2667;2022071713;    3;  26.0;  26.0;eor
       2667;2022071714;    3;  26.6;  24.0;eor
       2667;2022071715;    3;  26.6;  28.0;eor
       2667;2022071716;    3;  26.9;  28.0;eor
       2667;2022071717;    3;  26.9;  29.0;eor
       2667;2022071718;    3;  26.1;  33.0;eor
       2667;2022071719;    3;  25.2;  37.0;eor
       2667;2022071720;    3;  20.8;  50.0;eor
       2667;2022071721;    3;  19.1;  54.0;eor
       2667;2022071722;    3;  19.5;  50.0;eor
       2667;2022071723;    3;  15.3;  66.0;eor
       2667;2022071800;    3;  15.0;  68.0;eor
       2667;2022071801;    3;  15.0;  66.0;eor
       2667;2022071802;    3;  11.9;  79.0;eor
       2667;2022071803;    3;  12.6;  73.0;eor
       2667;2022071804;    3;  12.2;  74.0;eor
       2667;2022071805;    3;  13.6;  70.0;eor
